mean,median,max,time
66.92,56.73,214.75,2020-02-29 09:00:00
32.39,30.48,131.37,2020-02-29 12:00:00
20.08,20.4,48.69,2020-03-01 09:00:00
18.51,15.3,55.18,2020-03-03 12:00:00
15.75,16.31,28.55,2020-03-04 06:00:00
22.53,16.53,94.98,2020-03-04 09:00:00
17.68,15.34,248.62,2020-03-04 12:00:00
68.02,82.65,205.97,2020-03-06 09:00:00
36.11,24.94,248.73,2020-03-06 12:00:00
20.27,22.89,56.75,2020-03-07 12:00:00
21.79,22.95,249.07,2020-03-10 06:00:00
16.67,15.99,50.96,2020-03-12 06:00:00
17.26,17.36,32.58,2020-03-12 09:00:00
32.06,23.95,227.48,2020-03-12 12:00:00
46.85,36.84,222.41,2020-03-13 09:00:00
19.86,18.17,71.68,2020-03-16 12:00:00
46.04,30.07,223.83,2020-03-17 09:00:00
28.66,31.58,105.0,2020-03-17 12:00:00
30.13,15.86,188.65,2020-03-19 06:00:00
45.52,35.79,196.35,2020-03-19 09:00:00
44.94,41.49,159.55,2020-03-19 12:00:00
18.92,15.29,99.66,2020-03-21 06:00:00
26.43,22.34,96.95,2020-03-21 09:00:00
22.73,20.16,84.66,2020-03-21 12:00:00
38.85,38.46,188.0,2020-03-22 09:00:00
19.58,15.66,69.3,2020-03-22 12:00:00
35.46,29.78,135.78,2020-03-23 09:00:00
38.97,33.9,215.12,2020-03-28 09:00:00
49.34,52.05,198.22,2020-03-29 12:00:00
53.81,50.71,248.05,2020-03-30 09:00:00
27.65,21.16,136.08,2020-03-30 12:00:00
33.48,29.89,224.36,2020-03-31 06:00:00
68.19,67.67,234.04,2020-03-31 12:00:00
28.26,28.67,115.91,2020-04-02 06:00:00
20.62,20.45,50.93,2020-04-02 09:00:00
15.75,15.67,213.32,2020-04-02 12:00:00
15.75,17.94,30.05,2020-04-03 06:00:00
14.73,15.57,28.65,2020-04-03 09:00:00
20.32,22.74,105.6,2020-04-04 06:00:00
39.23,42.54,105.56,2020-04-04 09:00:00
16.24,17.33,31.92,2020-04-05 06:00:00
16.25,17.31,36.93,2020-04-05 09:00:00
18.66,20.85,65.29,2020-04-06 06:00:00
19.57,19.95,35.4,2020-04-06 09:00:00
30.24,28.94,180.21,2020-04-08 06:00:00
74.31,69.81,239.45,2020-04-08 09:00:00
16.08,15.22,55.62,2020-04-12 06:00:00
39.95,36.37,139.12,2020-04-12 09:00:00
21.88,21.62,79.76,2020-04-14 06:00:00
54.62,55.26,189.78,2020-04-14 09:00:00
36.71,40.05,83.18,2020-04-17 09:00:00
33.14,27.46,200.44,2020-04-20 06:00:00
43.51,34.16,178.06,2020-04-20 09:00:00
56.01,44.91,234.37,2020-04-26 09:00:00
27.43,16.04,224.48,2020-04-27 09:00:00
54.15,55.81,247.48,2020-04-28 09:00:00
32.77,20.59,224.48,2020-04-29 09:00:00
29.52,24.25,223.48,2020-04-30 09:00:00
51.13,58.62,194.23,2020-05-01 09:00:00
53.33,41.49,228.2,2020-05-02 09:00:00
57.13,48.12,229.21,2020-05-03 09:00:00
19.39,18.21,59.04,2020-08-12 09:00:00
23.89,20.49,66.29,2020-08-13 09:00:00
21.39,16.37,72.01,2020-08-14 09:00:00
20.04,15.72,73.78,2020-08-16 09:00:00
43.68,32.15,187.67,2020-08-22 09:00:00
30.51,28.47,200.79,2020-08-29 06:00:00
49.67,42.58,202.56,2020-08-29 09:00:00
49.15,43.08,233.47,2020-09-01 06:00:00
43.87,36.21,202.83,2020-09-01 09:00:00
23.18,20.05,83.54,2020-09-02 09:00:00
14.21,15.12,34.07,2020-09-03 09:00:00
21.11,18.05,82.52,2020-09-04 09:00:00
16.88,15.84,237.56,2020-09-05 06:00:00
35.06,31.08,169.75,2020-09-05 09:00:00
41.46,31.55,211.34,2020-09-14 06:00:00
23.51,17.14,128.02,2020-09-14 09:00:00
24.99,24.23,91.96,2020-09-14 12:00:00
29.77,28.83,199.68,2020-09-15 09:00:00
23.02,15.37,108.59,2020-09-17 09:00:00
47.92,38.9,229.29,2020-09-24 06:00:00
33.86,23.78,159.46,2020-09-24 09:00:00
37.46,27.77,224.48,2020-09-24 12:00:00
29.38,22.0,196.12,2020-09-25 09:00:00
16.3,15.96,48.57,2020-09-25 12:00:00
58.28,50.78,189.22,2020-09-26 09:00:00
52.27,51.14,185.81,2020-09-26 12:00:00
20.35,17.36,121.38,2020-09-27 12:00:00
48.26,45.0,176.63,2020-09-28 06:00:00
35.22,27.06,196.57,2020-09-28 09:00:00
60.27,59.31,180.87,2020-09-28 12:00:00
16.71,16.74,46.12,2020-09-29 06:00:00
21.18,20.77,73.68,2020-09-29 09:00:00
70.53,40.33,239.45,2020-09-29 12:00:00
49.97,42.16,220.8,2020-09-30 06:00:00
42.54,41.81,135.45,2020-09-30 09:00:00
48.68,39.26,126.58,2020-10-01 09:00:00
58.17,50.72,156.58,2020-10-01 12:00:00
15.77,16.98,29.94,2020-10-02 06:00:00
47.48,26.77,158.77,2020-10-02 09:00:00
14.82,15.49,30.05,2020-10-03 06:00:00
20.83,22.7,68.58,2020-10-03 12:00:00
16.0,15.02,248.5,2020-10-04 06:00:00
17.41,18.04,42.84,2020-10-04 09:00:00
26.8,27.07,105.17,2020-10-04 12:00:00
62.52,59.11,213.57,2020-10-05 12:00:00
24.47,25.14,248.96,2020-10-06 06:00:00
20.9,20.16,247.31,2020-10-06 09:00:00
16.12,16.25,63.91,2020-10-06 12:00:00
14.66,15.8,30.54,2020-10-07 12:00:00
44.59,34.41,222.02,2020-10-17 06:00:00
47.5,41.03,223.19,2020-10-17 09:00:00
38.7,29.48,126.35,2020-10-19 09:00:00
25.86,16.35,125.87,2020-10-19 12:00:00
24.24,20.92,105.88,2020-10-21 06:00:00
45.41,36.03,215.78,2020-10-21 09:00:00
20.26,19.5,59.23,2020-10-24 03:00:00
37.78,23.34,237.78,2020-10-24 06:00:00
27.18,28.09,80.76,2020-10-24 09:00:00
28.71,27.94,73.56,2020-10-24 12:00:00
48.25,42.14,153.87,2020-10-25 09:00:00
43.3,33.73,191.26,2020-10-25 12:00:00
21.66,22.35,56.0,2020-10-27 09:00:00
30.6,26.46,90.61,2020-10-28 09:00:00
50.25,48.78,153.57,2020-10-28 12:00:00
22.66,20.6,163.96,2020-10-29 06:00:00
70.19,64.38,239.45,2020-10-29 09:00:00
19.61,16.01,59.68,2020-10-29 12:00:00
17.18,17.29,240.98,2020-10-30 03:00:00
16.38,17.27,31.32,2020-10-30 12:00:00
16.77,17.85,32.4,2020-10-31 03:00:00
105.11,115.13,204.13,2020-10-31 12:00:00
17.12,16.46,31.71,2020-11-02 12:00:00
19.66,19.92,44.66,2020-11-03 09:00:00
16.16,15.81,37.05,2020-11-03 12:00:00
17.5,17.72,236.88,2020-11-05 09:00:00
16.03,16.73,32.38,2020-11-07 09:00:00
29.05,17.44,148.52,2020-11-12 09:00:00
28.23,25.83,94.83,2020-11-19 09:00:00
51.97,31.13,233.77,2020-11-20 06:00:00
66.92,60.24,239.45,2020-11-20 09:00:00
71.98,71.01,247.82,2020-11-21 12:00:00
40.18,37.28,214.5,2020-11-21 15:00:00
26.34,23.73,83.31,2020-11-22 03:00:00
83.19,63.99,245.0,2020-11-22 06:00:00
49.99,40.59,220.32,2020-11-22 09:00:00
33.01,32.19,91.12,2020-11-22 12:00:00
21.67,22.86,69.06,2020-11-22 15:00:00
18.24,16.35,106.42,2020-11-23 06:00:00
16.6,16.95,30.7,2020-11-25 06:00:00
47.71,40.22,146.59,2020-11-25 09:00:00
42.49,38.9,138.1,2020-11-25 12:00:00
16.41,15.07,48.8,2020-11-25 15:00:00
20.48,21.58,72.83,2020-11-26 09:00:00
21.14,21.25,46.28,2020-11-26 12:00:00
16.69,17.2,249.07,2020-11-27 03:00:00
21.89,19.61,123.39,2020-11-27 06:00:00
86.65,86.96,224.82,2020-11-27 09:00:00
56.5,54.81,157.03,2020-11-27 12:00:00
18.41,17.28,32.16,2020-11-28 06:00:00
35.73,26.38,93.81,2020-11-28 09:00:00
36.76,36.17,124.73,2020-11-28 12:00:00
36.99,23.42,239.71,2020-11-30 15:00:00
16.45,18.64,28.05,2020-12-01 03:00:00
19.65,20.61,31.99,2020-12-01 12:00:00
16.81,21.09,45.45,2020-12-01 15:00:00
15.12,15.84,27.23,2020-12-02 03:00:00
15.14,16.74,27.82,2020-12-02 06:00:00
17.58,17.48,75.8,2020-12-02 15:00:00
15.84,16.62,247.82,2020-12-04 06:00:00
18.12,19.03,51.85,2020-12-04 15:00:00
15.97,16.62,28.29,2020-12-05 09:00:00
17.96,19.05,30.17,2020-12-05 12:00:00
17.57,15.43,75.75,2020-12-05 15:00:00
21.62,20.12,66.86,2020-12-06 12:00:00
18.7,16.56,59.27,2020-12-06 15:00:00
26.67,25.79,96.82,2020-12-08 09:00:00
29.29,22.22,102.51,2020-12-19 12:00:00
26.43,21.62,192.01,2020-12-21 06:00:00
30.66,20.57,197.62,2020-12-22 06:00:00
46.18,38.86,216.57,2020-12-22 09:00:00
31.63,30.02,94.7,2020-12-22 12:00:00
35.42,32.44,104.95,2020-12-23 09:00:00
26.94,20.48,109.07,2020-12-23 12:00:00
26.83,24.13,83.5,2020-12-24 06:00:00
58.14,50.24,215.44,2020-12-24 09:00:00
58.28,55.22,146.53,2020-12-24 12:00:00
40.98,28.72,140.1,2020-12-24 15:00:00
21.72,19.33,51.3,2020-12-25 12:00:00
18.44,20.46,28.99,2020-12-26 03:00:00
21.8,17.27,228.71,2020-12-28 15:00:00
21.63,22.45,48.38,2020-12-29 12:00:00
29.57,25.19,249.07,2020-12-29 15:00:00
22.13,21.69,249.07,2020-12-30 03:00:00
25.22,26.6,35.48,2020-12-30 12:00:00
31.05,26.56,249.07,2020-12-30 15:00:00
24.12,21.9,249.07,2020-12-31 06:00:00
20.6,20.91,34.55,2020-12-31 09:00:00
16.46,16.63,33.33,2020-12-31 12:00:00
17.4,16.42,222.71,2020-12-31 15:00:00
